     1→// MOT Hashcat Playground — 20 progressive challenges
     2→// All hashes are well-known public test vectors for educational use only.
     3→
     4→export type ChallengeDifficulty = "Beginner" | "Intermediate" | "Advanced";
     5→
     6→export interface Challenge {
     7→  id: number;
   441→    hint1: "SHA2-256 produces 64 hex characters. The Hashcat mode is -m 1400.",
   442→    hint2: "This hash is the SHA2-256 of 'password'.",
   443→    hint3: "hashcat -m 1400 -a 0 hash.txt rockyou.txt — answer is 'password'.",
   444→    expectedAnswer: "password",
   445→    questionType: "crack",
   446→    explanation:
   447→      "The hash 5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8 is the SHA2-256 of 'password'. SHA2-256 corresponds to Hashcat mode -m 1400. Despite being a 'modern' algorithm, it is just as vulnerable as MD5 when used without a salt and KDF — a single GPU can compute 10+ billion SHA2-256 hashes per second. The lesson is critical: algorithm choice alone does not secure passwords. The combination of algorithm + salt + slow KDF + memory hardness is what makes password storage secure.",
   448→    recommendedCommands: [
   449→      "hashcat -m 1400 -a 0 hash.txt rockyou.txt",
   450→      "hashcat -m 1400 -a 0 hash.txt rockyou.txt -r best64.rule",
   451→    ],
   452→    bestPractices: [
   453→      "Confirm 64 hex characters before assigning mode -m 1400.",
   454→      "Apply best64.rule to expand coverage after the bare wordlist pass.",
   455→      "Note that some applications store SHA2-256 as base64 — decode before passing to Hashcat.",
   456→    ],
   457→    defenseRecommendations: [
   458→      "Never use raw SHA2-256 for password storage — always wrap in a KDF.",
   459→      "Use Argon2id with t=3, m=65536, p=4 as a modern default.",
   460→      "Implement pepper (server-side HMAC secret) to protect against database-only breaches.",
   461→    ],
   462→    xp: 200,
   463→  },
   464→  {
   465→    id: 12,
   466→    module: "SHA2-256",
   467→    title: "Hash Identification",
   468→    difficulty: "Intermediate",
   469→    scenario:
   470→      "A database administrator has handed you a 64-character hex string from a user table and asked: 'What algorithm is this?' You need to identify the hash family and propose the Hashcat mode.",
   471→    objective:
   472→      "Identify the algorithm and Hashcat mode for a 64-character hex hash.",
   473→    educationalContext:
   474→      "Hash length is the strongest signal for algorithm identification. 32 hex chars = 128 bits = MD5 (or MD4, NTLM). 40 hex chars = 160 bits = SHA1 (or RIPEMD-160). 64 hex chars = 256 bits = SHA2-256 (or SHA3-256, BLAKE2s, RIPEMD-256). 96 hex chars = 384 bits = SHA2-384. 128 hex chars = 512 bits = SHA2-512 (or Whirlpool). For a 64-char hex string, the most common answer is SHA2-256, which is Hashcat mode -m 1400. When ambiguity exists (e.g., SHA3-256 vs SHA2-256, both 64 hex chars), the storage context (which application, which column, which framework) is the deciding factor.",
   475→    questionType: "identify",
   476→    options: [
   477→      "SHA2-256 (mode -m 1400)",
   478→      "MD5 (mode -m 0)",
   479→      "SHA1 (mode -m 100)",
   480→      "SHA2-512 (mode -m 1700)",
   481→    ],
   482→    expectedOption: "SHA2-256 (mode -m 1400)",
   483→    hint1: "64 hex chars = 256 bits. The most common 256-bit algorithm is SHA2-256.",
   484→    hint2: "SHA2-256 is mode 1400 in Hashcat.",
   485→    hint3: "Answer: SHA2-256, mode -m 1400.",
   486→    explanation:
   487→      "A 64-character hex string is 256 bits, which matches SHA2-256. Other 256-bit algorithms exist (SHA3-256, BLAKE2s, RIPEMD-256) but SHA2-256 is by far the most common in production systems. Hashcat mode -m 1400 is raw SHA2-256. Variants include sha256($pass.$salt) (-m 1410), sha256($salt.$pass) (-m 1420), HMAC-SHA256 (-m 1450). When identifying hashes, length is your first signal, then storage format (look for colons indicating salts), then algorithmic context (which application produced it). Tools like `hashid` automate this process.",
   488→    recommendedCommands: [
   489→      "hashcat -m 1400 -a 0 hash.txt rockyou.txt",
   490→      "hashid 'HASH_VALUE'  # automated identification",
   491→    ],
   492→    bestPractices: [
   493→      "Length-first identification: 32=MD5, 40=SHA1, 64=SHA256, 128=SHA512.",
   494→      "Inspect storage format for separator characters indicating salts.",
   495→      "Document identified algorithms in your engagement runbook for future reference.",
   496→    ],
   497→    defenseRecommendations: [
   498→      "Avoid ambiguous algorithm choices — use Argon2id which has a distinct storage format.",
   499→      "Store the algorithm identifier alongside the hash (e.g., 'argon2id$...') for future migrations.",
   500→      "Audit all 64-char hex fields in databases — they are often forgotten SHA2-256 hashes.",
   501→    ],
   502→    xp: 200,
   503→  },
   504→  {
   505→    id: 13,
   506→    module: "SHA2-256",
   507→    title: "Mode Selection",
   508→    difficulty: "Advanced",
   509→    scenario:
   510→      "You are consulting for a fintech that uses sha256($salt.$pass) for credential storage. Each user has a unique 16-byte salt stored alongside the hash in the format hash:salt. You need to select the correct Hashcat mode.",
   511→    objective:
   512→      "Select the Hashcat mode for the sha256($salt.$pass) construction with the salt prepended to the password.",
   513→    educationalContext:
   514→      "Hashcat distinguishes between salted hash variants by the order of operations. sha256($pass.$salt) means the password is concatenated first, then the salt — this is mode -m 1410. sha256($salt.$pass) means the salt is concatenated first, then the password — this is mode -m 1420. While both variants use the same algorithm, they produce different hashes for the same inputs, so the mode must match the application's exact construction. The hash format string for -m 1420 is 'hash:salt' — Hashcat parses the colon-separated values automatically. Getting the order wrong is the second most common cause of failed attacks (after wrong mode).",
   515→    questionType: "identify",
   516→    options: [
   517→      "-m 1420 (sha256($salt.$pass))",
   518→      "-m 1400 (raw SHA2-256)",
   519→      "-m 1410 (sha256($pass.$salt))",
   520→      "-m 1450 (HMAC-SHA256)",
   521→    ],
   522→    expectedOption: "-m 1420 (sha256($salt.$pass))",
   523→    hint1: "The salt comes BEFORE the password in the concatenation.",
   524→    hint2: "sha256($salt.$pass) is mode 1420; sha256($pass.$salt) is mode 1410.",
   525→    hint3: "Answer: -m 1420. Format string is hash:salt.",
   526→    explanation:
   527→      "Hashcat mode -m 1420 corresponds to sha256($salt.$pass) — the salt is concatenated first, then the password, and the resulting string is hashed. This is distinct from -m 1410 (sha256($pass.$salt)) and -m 1400 (raw SHA2-256). The hash file format for -m 1420 is 'hash:salt' on each line. While salting does defeat rainbow tables, it does NOT slow down Hashcat — the GPU computes the salted hash at the same speed as the raw hash. True protection requires a slow KDF, not merely a salt. The fintech in this scenario should be advised to migrate to Argon2id.",
   528→    recommendedCommands: [
   529→      "hashcat -m 1420 -a 0 hashes.txt rockyou.txt",
   530→      "hashcat -m 1420 -a 0 hashes.txt rockyou.txt -r best64.rule",
   531→    ],
   532→    bestPractices: [
   533→      "Inspect the application source to determine exact salt-pass concatenation order.",
   534→      "Verify the hash file format matches Hashcat's expected format string (hash:salt).",
   535→      "Document the construction in your runbook — mode mismatches waste hours of compute.",
   536→    ],
   537→    defenseRecommendations: [
   538→      "Use Argon2id instead of custom salted SHA — it handles salting and slow-KDF correctly.",
   539→      "Store the algorithm version alongside the hash to enable future migrations.",
   540→      "Audit cryptographic code with tools like semgrep to catch sha256($salt.$pass) anti-patterns.",
   541→    ],
   542→    xp: 220,
   543→  },
   544→  {
   545→    id: 14,
   546→    module: "SHA2-256",
   547→    title: "Combinator Attack",
   548→    difficulty: "Advanced",
   549→    scenario:
   550→      "After exhausting rockyou.txt + rules, 15% of SHA2-256 hashes remain uncracked. The engagement scope suggests users chose multi-word passwords like 'correcthorse', 'summerwinter', or 'passpassword'. You need an attack that combines two dictionary words without writing a custom generator.",
   551→    objective:
   552→      "Choose the correct Hashcat attack mode for combining two wordlists into all possible word-pair concatenations.",
   553→    educationalContext:
   554→      "The combinator attack (-a 1) takes two wordlists as input and produces every possible concatenation. If wordlist A has 1M entries and wordlist B has 1M entries, the result is 10^12 candidates. This is powerful for multi-word passwords (passphrases without spaces) but expensive — a single GPU processes ~10 billion SHA2-256 hashes per second, so 10^12 candidates takes ~100 seconds. Hashcat also supports combinator with rules (-a 1 with -j and -k flags for left/right side rules) for additional coverage. For multi-word passwords with spaces, use the combinator with a space appended to each left-side word.",
   555→    questionType: "strategy",
   556→    options: [
   557→      "Combinator attack (hashcat -m 1400 -a 1 left.txt right.txt)",
   558→      "Brute-force mask (?a?a?a?a?a?a?a?a?a?a)",
   559→      "Hybrid wordlist + mask (hashcat -m 1400 -a 6 rockyou.txt ?d?d?d)",
   560→      "Re-run rockyou.txt with dive.rule",
   561→    ],
   562→    expectedOption: "Combinator attack (hashcat -m 1400 -a 1 left.txt right.txt)",
   563→    hint1: "Two-word passwords need a combinator — it merges two wordlists.",
   564→    hint2: "Mode -a 1 takes two wordlists as positional arguments.",
   565→    hint3: "Answer: hashcat -m 1400 -a 1 left.txt right.txt",
   566→    explanation:
   567→      "The combinator attack (-a 1) is the canonical approach for two-word passwords. It takes two wordlists and produces every pairwise concatenation. For best results, use a smaller curated wordlist (e.g., 10K common English words) on both sides — 10K × 10K = 100M combinations, exhausted in 10ms on a modern GPU. The combinator also accepts left-side (-j) and right-side (-k) rules to mutate each half independently (e.g., capitalize the first word, append digits to the second). For three-word passwords, chain the attack: hashcat ... -a 1 left.txt right.txt | hashcat ... -a 0 - combined.txt",
   568→    recommendedCommands: [
   569→      "hashcat -m 1400 -a 1 left.txt right.txt",
   570→      "hashcat -m 1400 -a 1 left.txt right.txt -j '$ ' -k '$!'  # left + space, right + !",
   571→    ],
   572→    bestPractices: [
   573→      "Curate the wordlists — smaller focused lists outperform huge unfocused ones.",
   574→      "Use -j and -k to add separators (space, hyphen) and mutations between the two halves.",
   575→      "Combine with --increment to grow candidate length gradually if memory-constrained.",
   576→    ],
   577→    defenseRecommendations: [
   578→      "Multi-word passwords are stronger but predictable — enforce at least 4 words.",
   579→      "Use the EFF diceware word list (7,776 words) for passphrase generation guidance.",
   580→      "Block passwords matching 'word1+word2' patterns from common corpora.",
   581→    ],
   582→    xp: 220,
   583→  },
   584→  {
   585→    id: 15,
   586→    module: "SHA2-256",
   587→    title: "Hybrid Attack",
   588→    difficulty: "Advanced",
   589→    scenario:
   590→      "An engagement has revealed that users append 2-4 digits to common dictionary words (e.g., 'password23', 'admin2024', 'letmein99'). You need to construct a Hashcat hybrid attack that combines a wordlist with a numeric mask.",
   591→    objective:
   592→      "Choose the correct Hashcat hybrid attack mode for wordlist + numeric mask.",
   593→    educationalContext:
   594→      "Hybrid attacks (-a 6 and -a 7) combine a wordlist with a mask, dramatically expanding coverage for predictable patterns like 'word+digits' or 'digits+word'. -a 6 (Hybrid Wordlist + Mask) takes the wordlist first, then the mask — useful for 'password123' patterns. -a 7 (Hybrid Mask + Wordlist) takes the mask first, then the wordlist — useful for '123password' patterns. With --increment, Hashcat automatically grows the mask length from 1 to the specified maximum, covering 'password1' through 'password9999' in a single run. This is one of the highest-yield attacks for corporate password audits.",
   595→    questionType: "strategy",
   596→    options: [
   597→      "Hybrid wordlist + mask (hashcat -m 1400 -a 6 rockyou.txt ?d?d?d?d --increment)",
   598→      "Pure brute force mask (?a?a?a?a?a?a?a?a?a?a)",
   599→      "Combinator attack (rockyou.txt + digits.txt)",
   600→      "Re-run rockyou.txt with generated.rule",
   601→    ],
   602→    expectedOption:
   603→      "Hybrid wordlist + mask (hashcat -m 1400 -a 6 rockyou.txt ?d?d?d?d --increment)",
   604→    hint1: "Wordlist + mask = hybrid. -a 6 puts the wordlist first, then the mask.",
   605→    hint2: "--increment grows the mask from 1 char to the specified length automatically.",
   606→    hint3: "Answer: hashcat -m 1400 -a 6 rockyou.txt ?d?d?d?d --increment",
   607→    explanation:
   608→      "The hybrid wordlist + mask attack (-a 6) is the canonical approach for 'word+digits' patterns. Hashcat takes each wordlist entry and appends every possible mask combination. With --increment, the mask grows from 1 to 4 digits, covering 'password1' through 'password9999' in a single run. The total keyspace is 14M words × (10 + 100 + 1000 + 10000) = 156M candidates — exhausted in well under a second. This attack typically recovers an additional 5–15% of corporate passwords beyond a wordlist + rules pass. The reverse variant (-a 7) covers 'digits+word' patterns like '123password'.",
   609→    recommendedCommands: [
   610→      "hashcat -m 1400 -a 6 rockyou.txt ?d?d?d?d --increment",
   611→      "hashcat -m 1400 -a 7 ?d?d?d rockyou.txt --increment  # mask first",
   612→    ],
   613→    bestPractices: [
   614→      "Use --increment to cover variable-length suffixes in one run.",
   615→      "Run -a 6 first (most common pattern), then -a 7 for prefix patterns.",
   616→      "Apply rules to the wordlist side with -r for even broader coverage.",
   617→    ],
   618→    defenseRecommendations: [
   619→      "Reject passwords matching 'word+digits' patterns via zxcvbn scoring.",
   620→      "Educate users that appending digits to dictionary words is not 'complexity'.",
   621→      "Implement breach-corpus checks at password creation time.",
   622→    ],
   623→    xp: 250,
   624→  },
   625→
   626→  // ============= MODULE 4 — WALLET.DAT TRAINING =============
   627→  {
   628→    id: 16,
   629→    module: "WALLET.DAT",
   630→    title: "Wallet File Identification",
   631→    difficulty: "Advanced",
   632→    scenario:
   633→      "A digital forensics case involves a suspect's seized laptop with a 'wallet.dat' file. Your task is to identify what kind of file this is and what cryptographic material it contains — without ever touching a real cryptocurrency wallet. This is a training simulation using mock files only.",
   634→    objective:
   635→      "Identify what a Bitcoin Core wallet.dat file contains and why it is crackable.",
   636→    educationalContext:
   637→      "A Bitcoin Core wallet.dat file is a Berkeley DB (BDB) key-value store containing wallet metadata, keys, and encrypted private key material. When the user encrypts their wallet with a passphrase (via the GUI or 'encryptwallet' RPC), Bitcoin Core derives an AES-256-CBC key from the passphrase using a key derivation function and uses it to encrypt the private keys. Critically, older Bitcoin Core versions (pre-0.6) used a weak derivation: 1 iteration of SHA-512 + 1 iteration of SHA-256 — effectively unsalted and uniterable. Hashcat mode -m 11300 targets this exact construction. Modern Bitcoin Core uses 25,000 iterations of a HMAC-SHA512-based KDF, but the underlying principle (recover the passphrase, recover the keys) remains the same.",
   638→    questionType: "identify",
   639→    options: [
   640→      "A Berkeley DB file containing AES-256-CBC-encrypted private keys protected by a passphrase-derived key",
   641→      "A plain text file containing the wallet's seed phrase in cleartext",
   642→      "A SQLite database containing only public addresses and transaction history",
   643→      "A JSON file containing public blockchain data only",
   644→    ],
   645→    expectedOption:
   646→      "A Berkeley DB file containing AES-256-CBC-encrypted private keys protected by a passphrase-derived key",
   647→    hint1: "Bitcoin Core stores wallet data in Berkeley DB, not JSON or SQLite.",
   648→    hint2: "When encrypted, the private keys are protected by an AES key derived from the user passphrase.",
   649→    hint3: "Answer: A Berkeley DB file containing AES-256-CBC-encrypted private keys protected by a passphrase-derived key.",
   650→    explanation:
   651→      "A Bitcoin Core wallet.dat file is a Berkeley DB key-value store. When the user encrypts their wallet, the application derives an AES-256-CBC key from the passphrase using a KDF and uses it to encrypt the private keys. The encrypted key material and KDF parameters (salt, iteration count) are stored inside the wallet.dat file itself. An attacker with the wallet.dat can extract the encrypted key blob and KDF parameters, then mount an offline passphrase recovery attack using Hashcat. This is fully offline — no blockchain access is required. Hashcat mode -m 11300 targets the legacy weak KDF; mode -m 16600 targets the modern 25k-iteration derivation. In training simulations only, the same workflow applies to mock wallet files.",
   652→    recommendedCommands: [
   653→      "# Educational only — never operate on real wallets",
   654→      "python3 extract_wallet_hash.py mock_wallet.dat > wallet.hash",
   655→      "hashcat -m 11300 -a 0 wallet.hash rockyou.txt  # legacy weak KDF",
   656→    ],
   657→    bestPractices: [
   658→      "Only ever operate on training mock wallets — real wallets may have legal/ethical constraints.",
   659→      "Extract the KDF parameters and encrypted key material with a documented script.",
   660→      "Identify the wallet software version — pre-0.6 (mode 11300) vs modern (mode 16600).",
   661→    ],
   662→    defenseRecommendations: [
   663→      "Use a high-entropy passphrase (16+ random words) on any cryptocurrency wallet.",
   664→      "Prefer hardware wallets (Ledger, Trezor) that store keys offline.",
   665→      "Migrate from legacy wallet.dat to modern BIP-39/BIP-44 hierarchical deterministic wallets.",
   666→    ],
   667→    xp: 280,
   668→  },
   669→  {
   670→    id: 17,
   671→    module: "WALLET.DAT",
   672→    title: "Wallet Hashcat Mode Selection",
   673→    difficulty: "Advanced",
   674→    scenario:
   675→      "You have extracted a wallet hash from a MOCK training wallet.dat file (legacy Bitcoin Core format, pre-0.6). You need to choose the correct Hashcat mode for the KDF construction used.",
   676→    objective:
   677→      "Select the correct Hashcat mode for a legacy Bitcoin Core wallet.dat passphrase recovery.",
   678→    educationalContext:
   679→      "Hashcat supports two primary Bitcoin Core wallet modes: -m 11300 (Bitcoin/Litecoin wallet.dat, legacy pre-0.6 KDF — 1 iteration SHA-512 + 1 iteration SHA-256, AES-256-CBC) and -m 16600 (Bitcoin/Litecoin wallet.dat, modern KDF — 25,000 iterations of HMAC-SHA512). The legacy mode is dramatically faster to attack — a single GPU can test ~10 million passphrases per second versus ~1,000 per second for the modern mode. The choice of mode depends entirely on the wallet software version that created the file. Wallet software is identifiable by examining the wallet.dat version bytes (e.g., version 60000 = pre-0.6; version 10300 = modern).",
   680→    questionType: "identify",
   681→    options: [
   682→      "-m 11300 (Bitcoin wallet.dat — legacy KDF, pre-0.6)",
   683→      "-m 0 (MD5)",
   684→      "-m 1400 (SHA2-256)",
   685→      "-m 16600 (Bitcoin wallet.dat — modern KDF, post-0.6)",
   686→    ],
   687→    expectedOption: "-m 11300 (Bitcoin wallet.dat — legacy KDF, pre-0.6)",
   688→    hint1: "Legacy Bitcoin Core (pre-0.6) uses a weak KDF — only 1 iteration of SHA-512 + SHA-256.",
   689→    hint2: "Mode 11300 = legacy, mode 16600 = modern.",
   690→    hint3: "Answer: -m 11300 (legacy wallet.dat).",
   691→    explanation:
   692→      "Hashcat mode -m 11300 targets the legacy Bitcoin Core wallet.dat KDF (pre-0.6 versions). The KDF computes sha256(sha512(passphrase . salt)) — only 2 hash iterations total, no stretching. This makes legacy wallets extremely fast to attack: a single RTX 4090 achieves ~10 million guesses per second. The hash format string for -m 11300 is '$bitcoin$64$hex_salt$64$hex_encrypted_data$2$00$00$00'. For modern wallets (post-0.6), use -m 16600 which targets the 25,000-iteration HMAC-SHA512 KDF (~1000 guesses/sec on a GPU). Always confirm the wallet version before assigning the mode — choosing incorrectly means hours of wasted compute.",
   693→    recommendedCommands: [
   694→      "hashcat -m 11300 -a 0 wallet.hash rockyou.txt  # legacy",
   695→      "hashcat -m 16600 -a 0 wallet.hash rockyou.txt  # modern",
   696→    ],
   697→    bestPractices: [
   698→      "Identify wallet software version from wallet.dat header bytes before assigning mode.",
   699→      "Use --status and --status-timer=30 for wallet attacks (they are long-running).",
   700→      "Save the extracted hash to disk so the attack can be resumed across sessions.",
   701→    ],
   702→    defenseRecommendations: [
   703→      "Upgrade legacy Bitcoin Core wallets to modern versions immediately.",
   704→      "Use a 16+ word passphrase derived from a high-entropy source (diceware, RNG).",
   705→      "Move funds to a hardware wallet for long-term storage.",
   706→    ],
   707→    xp: 280,
   708→  },
   709→  {
   710→    id: 18,
   711→    module: "WALLET.DAT",
   712→    title: "Wallet Attack Command Building",
   713→    difficulty: "Advanced",
   714→    scenario:
   715→      "You have a MOCK training wallet hash (legacy -m 11300). The wallet owner is known to use 6-8 character lowercase passphrases with a single trailing digit (e.g., 'satoshi1'). Construct the optimal Hashcat command.",
   716→    objective:
   717→      "Build the correct Hashcat command for a legacy wallet hash with a known password pattern (lowercase word + single digit).",
   718→    educationalContext:
   719→      "When the password structure is known, a hybrid attack (wordlist + mask) is dramatically faster than a pure wordlist. For 'word + 1 digit', -a 6 with mask ?d covers 10× the wordlist size. For 'word + 2 digits', use ?d?d (100×). With --increment, Hashcat grows the mask length automatically — useful when the trailing-digit count is uncertain. Because wallet.dat attacks are slower than raw hashes (legacy mode 11300 is ~10M guesses/sec vs 10B/sec for MD5), the time savings from a targeted attack are amplified. A bare rockyou.txt pass takes ~1.4 seconds; a rockyou.txt + ?d?d?d pass takes ~140 seconds; a brute-force of all 8-char lowercase+digits takes ~5 minutes.",
   720→    questionType: "command",
   721→    options: [
   722→      "hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d --increment",
   723→      "hashcat -m 0 -a 0 wallet.hash rockyou.txt",
   724→      "hashcat -m 11300 -a 3 wallet.hash ?l?l?l?l?l?l?l?l",
   725→      "hashcat -m 16600 -a 0 wallet.hash rockyou.txt",
   726→    ],
   727→    expectedOption: "hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d --increment",
   728→    hint1: "Hybrid wordlist + mask is -a 6. Use ?d for the trailing digit.",
   729→    hint2: "--increment grows the mask from 1 digit up to the specified length.",
   730→    hint3: "Answer: hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d --increment",
   731→    explanation:
   732→      "The optimal command for 'lowercase word + 1 trailing digit' is hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d --increment. The -a 6 mode takes the wordlist first, then the mask, producing every 'word + digit' combination. With --increment, Hashcat tries 0 digits (just the word), then 1 digit — covering both 'satoshi' and 'satoshi1' in one run. The total keyspace is 14M words × (1 + 10) = 154M candidates, exhausted in ~15 seconds on a single GPU. This is 100x faster than a pure brute-force of 8-char lowercase+digits (2.8 trillion combinations). Targeted attacks leveraging known patterns are essential for slower hash modes like wallet.dat.",
   733→    recommendedCommands: [
   734→      "hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d --increment",
   735→      "hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d?d --increment  # 1-2 digits",
   736→    ],
   737→    bestPractices: [
   738→      "Use --increment when the trailing-digit count is uncertain.",
   739→      "Apply rules (-r best64.rule) to the wordlist side for additional mutations.",
   740→      "Always run a quick wordlist pass before escalating to masks or hybrids.",
   741→    ],
   742→    defenseRecommendations: [
   743→      "Reject passphrases that match 'word + digits' patterns via zxcvbn.",
   744→      "Encourage 16+ character passphrases with multiple unrelated words.",
   745→      "Use a hardware wallet to remove the wallet.dat passphrase attack surface entirely.",
   746→    ],
   747→    xp: 300,
   748→  },
   749→  {
   750→    id: 19,
   751→    module: "WALLET.DAT",
   752→    title: "Wallet Recovery Attack Planning",
   753→    difficulty: "Advanced",
   754→    scenario:
   755→      "A client has lost the passphrase to their (MOCK training) legacy Bitcoin wallet. They remember: (a) it was 10-12 characters, (b) contained their pet's name 'Bella' somewhere, (c) had 2-3 digits, (d) had one uppercase letter. Plan the optimal attack sequence.",
   756→    objective:
   757→      "Choose the optimal multi-stage attack plan for a wallet with known structural clues.",
   758→    educationalContext:
   759→      "Real-world wallet recovery is rarely a single attack — it is a multi-stage escalation that exploits every known clue. The optimal sequence is: (1) Quick wordlist pass with rockyou.txt (covers the obvious); (2) Hybrid wordlist + mask targeting 'Bella' + digits (covers 'Bella123', 'Bella99'); (3) Combinator attack with a Bella-focused list + rockyou.txt (covers 'BellaRocky', 'Bellabear'); (4) Mask attack on the structural pattern (?u?l?l?l?l?d?d?d = 'Bella123'); (5) Full brute-force of 10-12 char ?a as a last resort. Each stage is logged so resuming is possible. The potfile ensures already-recovered hashes are not re-attempted.",
   760→    questionType: "strategy",
   761→    options: [
   762→      "Multi-stage: (1) rockyou.txt, (2) hybrid 'Bella'+?d?d?d, (3) combinator Bella-list+rockyou, (4) mask ?u?l?l?l?l?d?d?d",
   763→      "Pure brute force of all 10-character passwords (?a × 10)",
   764→      "Single rockyou.txt + dive.rule pass",
   765→      "Combinator attack with rockyou.txt × rockyou.txt",
   766→    ],
   767→    expectedOption:
   768→      "Multi-stage: (1) rockyou.txt, (2) hybrid 'Bella'+?d?d?d, (3) combinator Bella-list+rockyou, (4) mask ?u?l?l?l?l?d?d?d",
   769→    hint1: "Use every clue — pet name 'Bella', 2-3 digits, 1 uppercase. Multi-stage escalation is standard.",
   770→    hint2: "Stage 1: rockyou. Stage 2: hybrid 'Bella' + ?d?d?d. Stage 3: combinator. Stage 4: targeted mask.",
   771→    hint3: "Answer: Multi-stage attack leveraging all known clues in order of escalating cost.",
   772→    explanation:
   773→      "The optimal approach is multi-stage escalation. Stage 1: rockyou.txt covers the obvious cases (5 seconds). Stage 2: A hybrid attack with a small 'Bella-themed' wordlist + ?d?d?d covers 'Bella123', 'Bella99', 'MyBella2024' (~1 minute). Stage 3: A combinator attack with the Bella list on one side and rockyou.txt on the other covers 'BellaRocky', 'Bellabear' (~10 minutes). Stage 4: A targeted mask ?u?l?l?l?l?d?d?d covers the structural pattern 'Bella123' (1 second). Stage 5 (last resort): Full brute-force of 10-12 char ?a is 95^12 ≈ 5.4 × 10^23 — infeasible, so only attempt if all else fails. Each stage is logged and the potfile ensures continuity.",
   774→    recommendedCommands: [
   775→      "# Stage 1: wordlist\nhashcat -m 11300 wallet.hash rockyou.txt\n# Stage 2: hybrid\nhashcat -m 11300 -a 6 bella_list.txt ?d?d?d --increment\n# Stage 3: combinator\nhashcat -m 11300 -a 1 bella_list.txt rockyou.txt\n# Stage 4: targeted mask\nhashcat -m 11300 -a 3 wallet.hash ?u?l?l?l?l?d?d?d",
   776→    ],
   777→    bestPractices: [
   778→      "Document each stage's runtime and yield so future engagements can prioritize.",
   779→      "Always run the cheapest stage first — escalate only when previous stages fail.",
   780→      "Use --session to name each run so they can be resumed independently.",
   781→    ],
   782→    defenseRecommendations: [
   783→      "Use a high-entropy passphrase with no personal information (pet names, dates).",
   784→      "Store the passphrase in a secure offline medium (metal plate, safe deposit box).",
   785→      "Prefer hardware wallets that never expose wallet.dat to offline attack.",
   786→    ],
   787→    xp: 320,
   788→  },
   789→  {
   790→    id: 20,
   791→    module: "WALLET.DAT",
   792→    title: "Complete Recovery Simulation",
   793→    difficulty: "Advanced",
   794→    scenario:
   795→      "FINAL CAPSTONE. You have been given a MOCK training wallet hash extracted from a simulated legacy Bitcoin Core wallet.dat. The wallet owner has confirmed the passphrase is a common English word (found in rockyou.txt) with a single trailing digit (0-9). Execute the full recovery workflow: identify, select strategy, build command, recover.",
   796→    objective:
   797→      "Recover the simulated wallet passphrase. The expected answer is the recovered plaintext.",
   798→    educationalContext:
   799→      "This capstone integrates every skill you have learned across the 19 previous challenges: (1) Hash identification — recognize the wallet hash format; (2) Mode selection — choose -m 11300 for legacy Bitcoin Core; (3) Strategy — given the known structure (common word + 1 digit), a hybrid attack is optimal; (4) Command construction — assemble the correct -a 6 command with ?d mask; (5) Execution — run the attack, monitor progress, retrieve the recovered passphrase from the potfile. The MOCK wallet passphrase is 'satoshi1' — a tribute to the pseudonymous creator of Bitcoin. Real-world recovery engagements follow this exact workflow, scaled to the complexity of the case.",
   800→    hash: "$bitcoin$64$c2e8c8c284d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4$64$e2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c2$2$00$2c00",
   801→    hashType: "Bitcoin Wallet (Legacy)",
   802→    hashcatMode: 11300,
   803→    hint1: "Use the hybrid attack: wordlist + single digit mask.",
   804→    hint2: "The passphrase is the pseudonymous creator of Bitcoin + the digit '1'.",
   805→    hint3: "Answer is 'satoshi1' — the recovered passphrase.",
   806→    expectedAnswer: "satoshi1",
   807→    questionType: "crack",
   808→    explanation:
   809→      "The capstone passphrase is 'satoshi1' — a tribute to Satoshi Nakamoto, the pseudonymous creator of Bitcoin. The recovery workflow integrates: (1) Identification: the hash begins with $bitcoin$64$ — confirming Bitcoin Core wallet format; (2) Mode: -m 11300 for the legacy KDF; (3) Strategy: known structure (word + 1 digit) → hybrid attack; (4) Command: hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d; (5) Execution: the attack runs in seconds and recovers 'satoshi1' from the potfile. This workflow — identify, select, build, execute, recover — is the universal template for any password recovery engagement. Congratulations on completing all 20 challenges. You are now a certified MOT Hashcat Playground graduate.",
   810→    recommendedCommands: [
   811→      "hashcat -m 11300 -a 6 wallet.hash rockyou.txt ?d",
   812→      "hashcat -m 11300 wallet.hash --show  # retrieve from potfile",
   813→    ],
   814→    bestPractices: [
   815→      "Always retrieve results with --show to avoid re-running the attack.",
   816→      "Document the recovered passphrase and the attack that worked in your case file.",
   817→      "Wipe any intermediate hash files securely after the engagement.",
   818→    ],
   819→    defenseRecommendations: [
